airline_sentiment,text
negative,@united dang... I thought I was in a teleportation device! Ua514
positive,@united received my bag. I appreciate taking care of the matter and following up!
negative,@united still haven't received a response. Please direct message me for my contact information.
negative,@united I've been waiting on my bag in IAH for 45mins.  They're only 4 freaking people on that flight waiting for bags.  Fix this!!
neutral,@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue
positive,@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD
negative,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls
negative,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
negative,@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...
neutral,@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.
negative,@united do you guys have any working planes?
negative,@united we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!
negative,"@united again, you said to go take the time to go there, knowing what the issue was, and knowing you won’t fix it."
negative,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!
negative,@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.
positive,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)"
negative,"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)"
positive,@united The only thing you fella have done right today is get me to the pacific time zone.
negative,@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.
negative,"@united Direct Messaged you, didn't hear anything back"
negative,"@united yup, it just happens way too often...5 times in the last 12 months"
neutral,"@united Great, thank you!! I'll send it now."
negative,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?
positive,@united big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival
neutral,@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.
negative,@united Holiday of a lifetime to New York ruined because you lost my luggage and have failed to find it since Sunday! #wontflyagainwithyou
negative,@united my golf bag didn't have a top cover + staffers said they couldn't check without a type of cover or wrap. Forced to leave the bag...
negative,@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?
negative,@united once again my bag is lost when I travel united!!!! Please do something
neutral,@united @annricord both!
negative,@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...
negative,@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years
negative,@united did I mention one bag is an infant car seat &amp; we've been stuck with yr poor replacement on icy mtn roads
negative,"@united this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant."" http://t.co/VrQDpqEPFW"
negative,@united hard to believe since your staff @ SFO checked them under someone by the name of #ritacomo who flew to EWR the same day.
negative,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude."
negative,"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum"
negative,"@united I am a frequent user. Congrats u only lost my bags once in 20 years. Problem, it was today and your staff were rude!😢 still no bag!"
positive,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!
negative,"@united Yes, though they have not located the bag yet. It was a lovely flight outside of that."
positive,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
negative,"@united My wife has been on the phone several times for past 3 days, with no result."
negative,@united so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.
negative,"@united #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know"
negative,@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.
negative,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?"
negative,"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?"
negative,"@united so, I made it all the way to the airport, and they say they won’t fix the handle. I showed you this problem, and you said to go…?"
neutral,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts
negative,@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.
